word,hiragana,meaning
とじる,とじる,"(Ichidan) to close (e.g. book, eyes, meeting, etc.), to shut"
都心,としん,"(noun) city centre (center) (esp. capital city), urban centre, heart of city a metropolis"
とたん,とたん,"(noun) just (now, at the moment, etc.)"
土地,とち,"(noun) plot of land, lot, soil"
とちゅう,とちゅう,"(noun) on the way, en route, in the middle of, midway"
どちら,どちら,"(noun) which way, which direction, where, which one (esp. of two alternatives), who"
どっち,どっち,"(noun) which way, which direction, where, which one (esp. of two alternatives), who"
とっくに,とっくに,"(adverb) long ago, already, a long time ago"
とつぜん,とつぜん,"(adverb) abrupt, sudden, unexpected, all at once"
どっと,どっと,(adverb) suddenly
トップ,トップ,"(noun) top, top position, senior management, senior bureaucrat"
とても,とても,"(adverb) very, awfully, exceedingly, (before a negative form) (not) at all, by no means, simply (cannot)"
とどく,とどく,"(intransitive) to reach, to arrive, to get through, to get at, to be attentive, to pay attention, to be delivered, to carry (e.g. sound)"
とどける,とどける,"(transitive) to deliver, to forward, to send, to report, to file notice (to the authorities)"
どなた,どなた,(noun) who?
となり,となり,"(nouns) neighbor (neighbour), next to (esp. living next door to)"
とにかく,とにかく,"(adverb) anyhow, at any rate, anyway, somehow or other, generally speaking, in any case"
どの,どの,"(suffix) form of address used for official letters and business letters, and in letters to inferiors, Mr"
~どの,~どの,
止める,とめる,"(transitive) to stop (something or someone), to turn off, to concentrate on, to pay attention to, to remember, to bear in mind, to fix into place, to park, to leave somewhere for a time"
留める,とめる,"(transitive) to stop (something or someone), to turn off, to concentrate on, to pay attention to, to remember, to bear in mind, to fix into place, to park, to leave somewhere for a time"
とめる,とめる,"(transitive) to give shelter to, to lodge"
友,とも,"(noun) friend, companion, pal"
ともかく,ともかく,"(adverb) anyhow, anyway, somehow or other, generally speaking, in any case"
友達,ともだち,"(noun) friend, companion"
共に,ともに,"(noun) sharing with, participate in, both, alike, together, along with, with, including"
土曜,どよう,(noun) Saturday
とら,とら,"(noun) tiger (feline, Panthera tigris), drunk person, trouble"
ドライブ,ドライブ,"(noun) drive, trip by car, driving; (intransitive) to (go for a) drive, to go on a trip by car; (transitive) to drive (e.g. a car); (transitive) to drive (innovation, change, etc.), to propel"
トラック,トラック,"(nouns) truck, track (running, CD, DVD, etc.)"
ドラマ,ドラマ,(noun) drama
トランプ,トランプ,(noun) playing cards (from trump)
鳥,とり,"(noun) bird, bird meat (esp. chicken meat), fowl, poultry"
取り入れる,とりいれる,"(transitive) to harvest, to reap, to take in, to gather in, to adopt"
努力,どりょく,"(noun) great effort, exertion, endeavour, endeavor, effort"
取る,とる,"(transitive) to take, to pick up, to harvest, to earn, to choose, to steal, to eat, to have (a meal), to remove (one's glasses, etc.)"
どれ,どれ,"(noun) which (of three or more), whichever, any; (interjection) well, now, let me see"
トレーニング,トレーニング,(noun) training
ドレス,ドレス,(noun) dress
取れる,とれる,"(transitive) to come off, to be removed, (of pain, a fever, etc.) to disappear, to be caught, to be harvested, to be interpreted (as), to be taken as, (of balance, etc.) to be attained, to be obtainable"
とん,（1000,"(noun) ton (now usu. a metric ton, i.e. 1,000kg)"
とんでもない,とんでもない,"(noun) unthinkable, unexpected, outrageous, offensive; (Expressions) absolutely not!, not at all!, far from it!, impossible!, preposterous!, what a thing to say!, no way!, bullshit, don't mention it, you're welcome"
どんどん,どんどん,"(adverb) drumming (noise), rapidly, steadily"
どんな,どんな,"(pre-noun) what, what kind of"
どんなに,どんなに,"(adverb) how, how much"
トンネル,トンネル,(noun) tunnel
名,な,"(noun) name, reputation"
ない,ない,"(adjective) nonexistent, not being (there), unpossessed, unowned, not had, unique, indicates negation, inexperience, unnecessariness or impossibility; (auxiliary) (after the ren'youkei form of an adjective) not ..., (after the -te form of a verb) to not be..., to have not ..."
~内,~ない,
ないせん,ないせん,"(noun) phone extension, indoor wiring, inner line"
ナイフ,ナイフ,(noun) knife
内容,ないよう,"(noun) subject, contents, matter, substance, detail, import"
ナイロン,ナイロン,(noun) nylon
なお,なお,"(conjunction) furthermore, still, yet, more, still more, in addition, greater, further"
~直す,~なおす,
仲,なか,"(noun) relation, relationship"
流す,ながす,"(transitive) to drain, to pour, to spill, to shed (blood, tears), to wash away, to distribute (e.g. electricity over wires, music over a PA system, etc.), to circulate, to broadcast, to beam, to cruise (e.g. taxi), to float, to set adrift"
仲直り,なかなおり,"(noun) reconciliation, make peace with"
なかなか,なかなか,"(adverb) very, considerably, easily, readily, fairly, quite, highly, rather, by no means (with negative verb)"
半ば,なかば,"(noun) middle, half, semi, halfway, partly"
仲間,なかま,"(nouns) samurai's attendant, footman"
中身,なかみ,"(nouns) contents, interior, substance, filling, (sword) blade"
中味,なかみ,"(nouns) contents, interior, substance, filling, (sword) blade"
流れ,ながれ,"(noun) stream, current, flow"
泣く,なく,"(Godan) to cry, to weep, to sob, to howl"
鳴く,なく,"(Godan) to sing (bird), to bark, to purr, to make sound (animal)"
なぐさめる,なぐさめる,"(transitive) to comfort, to console, to amuse"
無くす,なくす,"(transitive) to lose something; (transitive) to get rid of; (transitive) to lose someone (wife, child, etc.)"
なくす,なくす,"(transitive) to lose something; (transitive) to get rid of; (transitive) to lose someone (wife, child, etc.)"
無くなる,なくなる,"(intransitive) to disappear, to get lost"
なくなる,なくなる,(intransitive) to die
なさる,なさる,(transitive) to do
なぜなら,なぜなら,(conjunction) because
なぞなぞ,なぞなぞ,"(noun) riddle, puzzle, enigma"
なだらか,なだらか,"(noun) gently-sloping, gentle, easy"
夏,なつ,(noun) summer
なっとく,なっとく,"(noun) consent, assent, understanding, agreement, comprehension, grasp"
なでる,なでる,"(transitive) to brush gently, to stroke, to caress"
等,など,"(particle) et cetera, etc., and the like, and so forth, (indicating an approximate quote or vague suggestion) or something, (lessening the significance or value of the previous word) the likes of"
何,なに,(nouns) what; (prefix) how many (some counter); (noun) euph. for genitals or sex
何か,なにか,(Expressions) something
なにも,なにも,"(adverb) nothing (with neg. verbs), not any, and everything else (with noun plus ""mo""), all"
七日,なのか,"(adverbial) the seventh day of the month, seven days"
名前,なまえ,"(noun) name, full name, given name, first name"
なまける,なまける,"(intransitive) to be idle, to slacken; (transitive) to neglect (e.g. one's work)"
波,なみ,(noun) wave
なみだ,なみだ,"(noun) tear, tears, lachrymal secretion, sympathy"
ならべる,ならべる,"(transitive) to line up, to set up, to enumerate, to itemize"
生る,なる,(intransitive) to bear fruit
なるべく,なるべく,"(adverb) as much as possible, wherever practicable"
成程,なるほど,"(adverb) I see, That's right!, Indeed"
何~,なん~,
南極,なんきょく,"(nouns) South Pole, the Antarctic, Antarctica"
~なんて,~なんて,
何でも,なんでも,"(adverb) any, whatever one likes, by all means, anything, everything"
何とか,なんとか,"(noun) something, something or other, so-and-so, somehow, anyhow, one way or another"
なんとなく,なんとなく,"(adverb) somehow or other, for some reason or another"
ナンバー,ナンバー,(noun) number
南米,なんべい,(noun) South America
南北,なんぼく,(noun) south and north
二,に,(numeric) two
にえる,にえる,"(intransitive) to boil, to cook, to be cooked"
におう,におう,"(intransitive) to be fragrant, to smell (good), to stink, to smell (bad), to glow, to be bright"
苦手,にがて,"(noun) poor (at), weak (in), dislike (of)"
にぎやか,にぎやか,"(adjectival) bustling, busy"
肉,にく,"(noun) flesh, meat, the physical body (as opposed to the spirit), thickness, ink pad"
~にくい,~にくい,
にくらしい,にくらしい,"(adjective) odious, hateful"
にこにこ,にこにこ,
西,にし,(noun) west
にじ,にじ,(noun) rainbow
日,にち,"(noun) day, days, sun, sunshine, sunlight, case (esp. unfortunate), event"
日常,にちじょう,"(noun) ordinary, regular, everyday, usual"
日曜,にちよう,(noun) Sunday
日記,にっき,"(noun) diary, journal"
日中,にっちゅう,"(noun) daytime, during the day; (noun) Sino-Japanese"
にっこり,にっこり,"(adverb) smile sweetly, smile, grin"
日程,にってい,"(noun) schedule, program, programme, agenda"
荷物,にもつ,"(noun) luggage, baggage, burden, payload (of a packet, cell, etc.)"
入院,にゅういん,"(noun) hospitalization, hospitalisation"
入学,にゅうがく,"(noun) entry to school or university, matriculation"
入社,にゅうしゃ,(noun) entry to a company
入場,にゅうじょう,"(noun) entrance, admission, entering"
ニュース,ニュース,(noun) news
にらむ,にらむ,"(transitive) to glare at, to scowl at, to keep an eye on"
庭,にわ,(noun) garden
にわか,にわか,"(noun) sudden, abrupt, unexpected, improvised, offhand"
人気,にんき,"(adjectival) popularity, popular feeling, business conditions"
人形,にんぎょう,"(noun) doll, puppet, figure"
人間,にんげん,"(noun) human being, man, person, character (of a person)"
ぬく,ぬく,"(transitive) to extract, to omit, to surpass, to overtake, to draw out, to unplug; (suffix) to do something to the end; (noun) to ejaculate (gen. with ref. to masturbation)"
ぬける,ぬける,"(intransitive) to come out, to fall out, to be omitted, to be missing, to escape, to exit (a program loop)"
ぬすむ,ぬすむ,(transitive) to steal
布,ぬの,"(noun) cloth, bujian (spade-shaped bronze coin of ancient China)"
ぬらす,ぬらす,"(transitive) to wet, to soak, to dip"
温い,ぬるい,"(adjective) lukewarm, tepid"
ね,（感）,"(noun) root (of a plant), root (of a tooth, hair, etc.), center (of a pimple, etc.), root root (of all evil, etc.), source, origin, cause, basis, one's true nature, (fishing) reef"
根,ね,"(noun) root (of a plant), root (of a tooth, hair, etc.), center (of a pimple, etc.), root root (of all evil, etc.), source, origin, cause, basis, one's true nature, (fishing) reef"
